ancho_acera_mean,ancho_acera_median,ancho_acera_std,ancho_acera_p25,ancho_acera_p75,diametro_altura_pecho_mean,diametro_altura_pecho_median,diametro_altura_pecho_std,diametro_altura_pecho_p25,diametro_altura_pecho_p75,altura_arbol_mean,altura_arbol_median,altura_arbol_std,altura_arbol_p25,altura_arbol_p75,count_trees,cluster_comuna
3.347507897898383,3.2,0.8155663006769184,2.8666666666666667,3.6,31.749920576499246,29.0,19.176740085281917,18.666666666666668,41.666666666666664,9.688350819942283,9.333333333333334,4.9047081077063615,6.0,12.0,18680.333333333332,0
3.9473251410555874,4.4,0.9486433841715703,3.1666666666666665,4.4,31.664084208979094,28.666666666666668,19.15190717466119,18.0,42.0,7.468129440961967,7.333333333333334,3.6647393447527556,4.666666666666667,9.333333333333332,28009.666666666664,1
3.820822691636207,3.9250000000000003,0.8984470713023085,3.1500000000000004,4.4,35.26667982356822,31.5,21.98990294128251,19.0,48.0,9.655351321418427,9.25,4.908335809425088,6.25,12.25,30761.25,2
3.481197442742549,3.2,0.7339813258365246,3.2,3.5,37.051502786624205,33.0,23.012875107911036,20.0,52.0,12.017217356687897,11.0,6.521951917933391,7.0,16.0,20096.0,3
3.5264182367085946,3.2,1.0916328769707528,2.75,4.2,27.766154926458125,24.5,19.49397175353299,14.0,36.5,8.341300034797184,8.0,4.642785401422024,5.0,10.5,17711.5,4
3.040069634887186,2.9,0.6726854934468414,2.55,3.2,26.093255774314443,23.0,16.85331296154236,14.5,34.0,9.786148790804747,9.5,5.074226990107445,6.0,12.5,9771.000000000002,5
