ancho_acera,diametro_altura_pecho,altura_arbol,cluster_comuna
3.347507897898383,31.749920576499246,9.688350819942283,0
3.9473251410555874,31.664084208979094,7.468129440961967,1
3.557857400517472,35.971613188987085,11.33051304487601,2
3.040069634887186,26.093255774314443,9.786148790804747,3
3.5264182367085946,27.766154926458125,8.341300034797184,4
3.882924469417478,35.39166523430763,9.32586551753653,5
